公表日時,時間,結果,予想,前回,
1982年06月01日 (5月),18:00,61.40, ,57.00,
1982年05月01日 (4月),18:00,57.00, ,56.70,
1982年04月01日 (3月),18:00,56.70, ,62.30,
1982年03月01日 (2月),18:00,62.30, ,64.90,
1982年02月01日 (1月),18:00,64.90, ,66.60,
1982年01月01日 (12月),18:00,66.60, ,66.90,
1981年12月01日 (11月),18:00,66.90, ,75.60,
1981年11月01日 (10月),18:00,75.60, ,77.60,
1981年10月01日 (9月),18:00,77.60, ,85.70,
1981年09月01日 (8月),18:00,85.70, ,83.50,
1981年08月01日 (7月),18:00,83.50, ,83.00,
1981年07月01日 (6月),18:00,83.00, ,86.90,
1981年06月01日 (5月),18:00,86.90, ,81.60,
1981年05月01日 (4月),18:00,81.60, ,77.80,
1981年04月01日 (3月),18:00,77.80, ,69.00,
1981年03月01日 (2月),18:00,69.00, ,74.40,
